time,destination_id,distance,stamp
1970/01/01/02:04:41.929000,"(26955, 26952, 26959, 26954)","(5477.58275758784, 2998.475057699161, 7916.2354410330645, 6401.65586023207)","[genpy.Time[281927000000], genpy.Time[281927000000], genpy.Time[281927000000]]"
1970/01/01/02:04:42.130000,"(26955, 26952, 26959, 26954)","(5406.648088178978, 3008.626748556806, 7805.258044537947, 6392.145864092197)","[genpy.Time[282130000000], genpy.Time[282130000000], genpy.Time[282130000000]]"
1970/01/01/02:04:42.331000,"(26955, 26952, 26959, 26954)","(5411.758527939022, 3005.2381500475817, 7788.2147289586665, 6403.9123721312935)","[genpy.Time[282330000000], genpy.Time[282330000000], genpy.Time[282330000000]]"
1970/01/01/02:04:42.532000,"(26955, 26952, 26959, 26954)","(5367.63857026384, 2947.6813083243396, 7905.754476432676, 6281.266401116586)","[genpy.Time[282531000000], genpy.Time[282531000000], genpy.Time[282531000000]]"
1970/01/01/02:04:42.734000,"(26955, 26952, 26959, 26954)","(5335.671591819677, 2933.710198623911, 7773.945856349641, 6307.14994694716)","[genpy.Time[282732000000], genpy.Time[282732000000], genpy.Time[282732000000]]"
1970/01/01/02:04:42.934000,"(26955, 26952, 26959, 26954)","(5295.686035001346, 2950.5571330720572, 7751.536551111765, 6306.3624332220215)","[genpy.Time[282934000000], genpy.Time[282934000000], genpy.Time[282934000000]]"
1970/01/01/02:04:43.135000,"(26955, 26952, 26959, 26954)","(5348.256775225531, 2883.1201811516403, 7703.529560879885, 6335.172824477716)","[genpy.Time[283134000000], genpy.Time[283134000000], genpy.Time[283134000000]]"
1970/01/01/02:04:43.336000,"(26955, 26952, 26959, 26954)","(5174.506974535408, 2907.4896361242527, 7773.933855878383, 6414.834391282192)","[genpy.Time[283335000000], genpy.Time[283335000000], genpy.Time[283335000000]]"
1970/01/01/02:04:43.536000,"(26955, 26952, 26959, 26954)","(5162.149087251904, 2858.0516308957726, 7681.968385595396, 6347.207583186819)","[genpy.Time[283536000000], genpy.Time[283536000000], genpy.Time[283536000000]]"
1970/01/01/02:04:43.736000,"(26955, 26952, 26959, 26954)","(5201.510057241956, 2875.3325359579694, 7803.963916713048, 6309.008676202752)","[genpy.Time[283736000000], genpy.Time[283736000000], genpy.Time[283736000000]]"
1970/01/01/02:04:43.937000,"(26955, 26952, 26959, 26954)","(5205.2118218220385, 2814.516094341722, 7696.64550698642, 6332.034439366716)","[genpy.Time[283937000000], genpy.Time[283937000000], genpy.Time[283937000000]]"
1970/01/01/02:04:44.139000,"(26955, 26952, 26959, 26954)","(5113.664519714669, 2820.7414928998837, 7607.782721913361, 6282.909965115655)","[genpy.Time[284138000000], genpy.Time[284138000000], genpy.Time[284138000000]]"
1970/01/01/02:04:44.340000,"(26955, 26952, 26959, 26954)","(5106.9602172871755, 2786.3077717050896, 7593.222570523634, 6318.330031115534)","[genpy.Time[284340000000], genpy.Time[284340000000], genpy.Time[284340000000]]"
1970/01/01/02:04:44.542000,"(26955, 26952, 26959, 26954)","(5083.09789804797, 2746.9640515965143, 7583.16863060593, 6286.286605554314)","[genpy.Time[284540000000], genpy.Time[284540000000], genpy.Time[284540000000]]"
1970/01/01/02:04:44.740000,"(26955, 26952, 26959, 26954)","(5130.374927859908, 2741.797172505036, 7572.9118880187, 6231.016695213491)","[genpy.Time[284740000000], genpy.Time[284740000000], genpy.Time[284740000000]]"
1970/01/01/02:04:44.941000,"(26955, 26952, 26959, 26954)","(5078.382861172404, 2703.539534835276, 7492.094933007983, 6329.344193220476)","[genpy.Time[284941000000], genpy.Time[284941000000], genpy.Time[284941000000]]"
1970/01/01/02:04:45.144000,"(26955, 26952, 26959, 26954)","(5039.288020540924, 2640.087728649531, 7657.06173292148, 6343.602842429025)","[genpy.Time[285143000000], genpy.Time[285143000000], genpy.Time[285143000000]]"
1970/01/01/02:04:45.345000,"(26955, 26952, 26959, 26954)","(4983.828248439754, 2646.5416162945858, 7511.858552335803, 6297.004385779519)","[genpy.Time[285345000000], genpy.Time[285345000000], genpy.Time[285345000000]]"
1970/01/01/02:04:45.547000,"(26955, 26952, 26959, 26954)","(4939.119459838214, 2655.3337082048383, 7657.735202630797, 6214.915713363921)","[genpy.Time[285545000000], genpy.Time[285545000000], genpy.Time[285545000000]]"
1970/01/01/02:04:45.748000,"(26955, 26952, 26959, 26954)","(4955.812573069137, 2623.344928443203, 7545.519392263993, 6290.479558593583)","[genpy.Time[285748000000], genpy.Time[285748000000], genpy.Time[285748000000]]"
1970/01/01/02:04:45.950000,"(26955, 26952, 26959, 26954)","(4886.0107352648565, 2577.854174841559, 7464.83743850539, 6223.861628681517)","[genpy.Time[285949000000], genpy.Time[285949000000], genpy.Time[285949000000]]"
1970/01/01/02:04:46.152000,"(26955, 26952, 26959, 26954)","(4771.673711528012, 2566.4759034223293, 7406.812837667974, 6189.862282202778)","[genpy.Time[286151000000], genpy.Time[286151000000], genpy.Time[286151000000]]"
1970/01/01/02:04:46.353000,"(26955, 26952, 26959, 26954)","(4790.277871779767, 2554.034519449503, 7361.15459031586, 6084.360690656577)","[genpy.Time[286351000000], genpy.Time[286351000000], genpy.Time[286351000000]]"
1970/01/01/02:04:46.554000,"(26955, 26952, 26959, 26954)","(4763.5688517744375, 2517.5957501294542, 7415.027962942787, 6243.36238177323)","[genpy.Time[286554000000], genpy.Time[286554000000], genpy.Time[286554000000]]"
1970/01/01/02:04:46.757000,"(26955, 26952, 26959, 26954)","(4759.439171619051, 2521.939585891153, 7345.6829636043285, 6180.338223360779)","[genpy.Time[286756000000], genpy.Time[286756000000], genpy.Time[286756000000]]"
1970/01/01/02:04:46.957000,"(26955, 26952, 26959, 26954)","(4714.5035187229105, 2433.970935213938, 7294.565307087433, 6166.012141402145)","[genpy.Time[286956000000], genpy.Time[286956000000], genpy.Time[286956000000]]"
1970/01/01/02:04:47.159000,"(26955, 26952, 26959, 26954)","(4656.5774079481325, 2438.885045696469, 7370.506720142361, 6093.783614101329)","[genpy.Time[287159000000], genpy.Time[287159000000], genpy.Time[287159000000]]"
1970/01/01/02:04:47.360000,"(26955, 26952, 26959, 26954)","(4627.719168377259, 2410.330165042855, 7339.400040869457, 6022.602128066616)","[genpy.Time[287359000000], genpy.Time[287359000000], genpy.Time[287359000000]]"
1970/01/01/02:04:47.560000,"(26955, 26952, 26959, 26954)","(4636.440472418639, 2381.757071058493, 7290.038749247924, 6150.548578408975)","[genpy.Time[287560000000], genpy.Time[287560000000], genpy.Time[287560000000]]"
1970/01/01/02:04:47.761000,"(26955, 26952, 26959, 26954)","(4507.204833289557, 2376.4699726458102, 7315.468972424054, 6172.634801856908)","[genpy.Time[287761000000], genpy.Time[287761000000], genpy.Time[287761000000]]"
1970/01/01/02:04:47.963000,"(26955, 26952, 26959, 26954)","(4555.7475761368505, 2345.598834007953, 7133.221309675345, 6124.992755779884)","[genpy.Time[287962000000], genpy.Time[287962000000], genpy.Time[287962000000]]"
1970/01/01/02:04:48.166000,"(26955, 26952, 26959, 26954)","(4485.069399339662, 2345.2809808732195, 7269.714247315457, 6089.770491836337)","[genpy.Time[288166000000], genpy.Time[288166000000], genpy.Time[288166000000]]"
1970/01/01/02:04:48.367000,"(26955, 26952, 26959, 26954)","(4413.849895889829, 2327.576987981501, 7200.080430114501, 6039.001924611503)","[genpy.Time[288366000000], genpy.Time[288366000000], genpy.Time[288366000000]]"
1970/01/01/02:04:48.568000,"(26955, 26952, 26959, 26954)","(4417.003067991025, 2262.7835289258546, 7146.844536066828, 6072.254901345327)","[genpy.Time[288567000000], genpy.Time[288567000000], genpy.Time[288567000000]]"
1970/01/01/02:04:48.767000,"(26955, 26952, 26959, 26954)","(4385.716465686561, 2261.5475042238468, 7056.368145690922, 6041.20078651329)","[genpy.Time[288767000000], genpy.Time[288767000000], genpy.Time[288767000000]]"
1970/01/01/02:04:48.968000,"(26955, 26952, 26959, 26954)","(4343.214321075563, 2258.524799388624, 7061.123117085591, 6073.511050280661)","[genpy.Time[288968000000], genpy.Time[288968000000], genpy.Time[288968000000]]"
1970/01/01/02:04:49.170000,"(26955, 26952, 26959, 26954)","(4289.60610197331, 2189.2779799042614, 7168.174875637302, 6004.171210952311)","[genpy.Time[289169000000], genpy.Time[289169000000], genpy.Time[289169000000]]"
1970/01/01/02:04:49.370000,"(26955, 26952, 26959, 26954)","(4239.478016844151, 2207.5765110675575, 7047.1045128034875, 6051.764190897061)","[genpy.Time[289370000000], genpy.Time[289370000000], genpy.Time[289370000000]]"
1970/01/01/02:04:49.570000,"(26955, 26952, 26959, 26954)","(4224.398226354591, 2197.8520364935844, 7051.357736093593, 5996.424915028537)","[genpy.Time[289570000000], genpy.Time[289570000000], genpy.Time[289570000000]]"
1970/01/01/02:04:49.772000,"(26955, 26952, 26959, 26954)","(4204.197231563264, 2162.4329694699636, 7012.303408830132, 5920.317854037331)","[genpy.Time[289772000000], genpy.Time[289772000000], genpy.Time[289772000000]]"
1970/01/01/02:04:49.973000,"(26955, 26952, 26959, 26954)","(4088.3898121630796, 2162.9564582672424, 6925.679643854591, 6024.589655266793)","[genpy.Time[289972000000], genpy.Time[289972000000], genpy.Time[289972000000]]"
1970/01/01/02:04:50.175000,"(26955, 26952, 26959, 26954)","(4097.084695079551, 2121.7809261732027, 6982.359743814804, 6097.5072473466535)","[genpy.Time[290174000000], genpy.Time[290174000000], genpy.Time[290174000000]]"
1970/01/01/02:04:50.375000,"(26955, 26952, 26959, 26954)","(4118.254430152662, 2089.562779673784, 6964.977959391015, 5932.663148224312)","[genpy.Time[290375000000], genpy.Time[290375000000], genpy.Time[290375000000]]"
1970/01/01/02:04:50.571000,"(26955, 26952, 26959, 26954)","(4079.3675923483524, 2130.4030723147607, 7049.810392086689, 5993.240084101917)","[genpy.Time[290575000000], genpy.Time[290575000000], genpy.Time[290575000000]]"
1970/01/01/02:04:50.776000,"(26955, 26952, 26959, 26954)","(4113.084007312432, 2098.105037107946, 6905.282906019225, 6021.888766573812)","[genpy.Time[290776000000], genpy.Time[290776000000], genpy.Time[290776000000]]"
1970/01/01/02:04:50.978000,"(26955, 26952, 26959, 26954)","(4038.6552974896736, 2062.6770751576314, 6847.650442019761, 5956.755842422398)","[genpy.Time[290977000000], genpy.Time[290977000000], genpy.Time[290977000000]]"
1970/01/01/02:04:51.180000,"(26955, 26952, 26959, 26954)","(3989.318020189811, 2074.051262811205, 6856.158974622581, 6020.46130895083)","[genpy.Time[291179000000], genpy.Time[291179000000], genpy.Time[291179000000]]"
1970/01/01/02:04:51.382000,"(26955, 26952, 26959, 26954)","(3877.8750698545996, 2046.3808030326968, 6919.8634119997205, 5999.113949503253)","[genpy.Time[291380000000], genpy.Time[291380000000], genpy.Time[291380000000]]"
1970/01/01/02:04:51.584000,"(26955, 26952, 26959, 26954)","(3918.5264751563554, 2061.8133112908013, 6932.055195943045, 5999.137105987666)","[genpy.Time[291583000000], genpy.Time[291583000000], genpy.Time[291583000000]]"
1970/01/01/02:04:51.785000,"(26955, 26952, 26959, 26954)","(3820.1178635264855, 2050.0928397863945, 6808.462872572635, 5980.691404618448)","[genpy.Time[291784000000], genpy.Time[291784000000], genpy.Time[291784000000]]"
1970/01/01/02:04:51.985000,"(26955, 26952, 26959, 26954)","(3816.0219617506996, 2013.8282399823172, 6806.044913919178, 6037.056041221848)","[genpy.Time[291985000000], genpy.Time[291985000000], genpy.Time[291985000000]]"
1970/01/01/02:04:52.186000,"(26955, 26952, 26959, 26954)","(3826.9346975410363, 2013.6815692041084, 6832.252708488392, 5898.594150728715)","[genpy.Time[292185000000], genpy.Time[292185000000], genpy.Time[292185000000]]"
1970/01/01/02:04:52.387000,"(26955, 26952, 26959, 26954)","(3734.535539197774, 2013.6697943677827, 6757.776716097617, 5936.4909271554325)","[genpy.Time[292386000000], genpy.Time[292386000000], genpy.Time[292386000000]]"
1970/01/01/02:04:52.590000,"(26955, 26952, 26959, 26954)","(3725.259216347269, 1978.9925467857588, 6677.302291447646, 5954.408146809295)","[genpy.Time[292589000000], genpy.Time[292589000000], genpy.Time[292589000000]]"
1970/01/01/02:04:52.790000,"(26955, 26952, 26959, 26954)","(3691.27967340528, 1960.5821398509897, 6787.412810799857, 5958.14930001066)","[genpy.Time[292790000000], genpy.Time[292790000000], genpy.Time[292790000000]]"
1970/01/01/02:04:52.991000,"(26955, 26952, 26959, 26954)","(3717.5039419404493, 1996.2534813511033, 6708.73540643946, 5997.996380540806)","[genpy.Time[292991000000], genpy.Time[292991000000], genpy.Time[292991000000]]"
1970/01/01/02:04:53.192000,"(26955, 26952, 26959, 26954)","(3707.3062664748495, 1970.9494640238406, 6744.838468061903, 5940.880043803426)","[genpy.Time[293191000000], genpy.Time[293191000000], genpy.Time[293191000000]]"
1970/01/01/02:04:53.394000,"(26955, 26952, 26959, 26954)","(3695.0957800567458, 1988.7703302502678, 6642.049601094471, 5905.408427362685)","[genpy.Time[293393000000], genpy.Time[293393000000], genpy.Time[293393000000]]"
1970/01/01/02:04:53.595000,"(26955, 26952, 26959, 26954)","(3712.689232867961, 1964.3118995999284, 6712.72648619075, 6009.8018154048905)","[genpy.Time[293595000000], genpy.Time[293595000000], genpy.Time[293595000000]]"
1970/01/01/02:04:53.795000,"(26955, 26952, 26959, 26954)","(3688.5315008002985, 1963.2012739509967, 6651.261429874743, 5968.104925596034)","[genpy.Time[293795000000], genpy.Time[293795000000], genpy.Time[293795000000]]"
1970/01/01/02:04:53.992000,"(26955, 26952, 26959, 26954)","(3645.4385913906895, 1966.2862263029965, 6624.212916118794, 5924.759791340998)","[genpy.Time[293996000000], genpy.Time[293996000000], genpy.Time[293996000000]]"
1970/01/01/02:04:54.197000,"(26955, 26952, 26959, 26954)","(3701.017432612755, 1977.5019933411738, 6684.428599415318, 5984.399771691307)","[genpy.Time[294197000000], genpy.Time[294197000000], genpy.Time[294197000000]]"
1970/01/01/02:04:54.397000,"(26955, 26952, 26959, 26954)","(3668.3421168313407, 1966.870995289836, 6702.746128900968, 5983.833713577661)","[genpy.Time[294397000000], genpy.Time[294397000000], genpy.Time[294397000000]]"
1970/01/01/02:04:54.598000,"(26955, 26952, 26959, 26954)","(3647.790006521154, 1989.467460669133, 6771.309164490582, 5960.574999334901)","[genpy.Time[294597000000], genpy.Time[294597000000], genpy.Time[294597000000]]"
1970/01/01/02:04:54.799000,"(26955, 26952, 26959, 26954)","(3665.373293270498, 1968.2179065544808, 6756.075415035633, 5923.551170515069)","[genpy.Time[294798000000], genpy.Time[294798000000], genpy.Time[294798000000]]"
1970/01/01/02:04:55.000000,"(26955, 26952, 26959, 26954)","(3701.8955343631937, 1963.3923518969448, 6760.098535682892, 5977.547337479439)","[genpy.Time[294999000000], genpy.Time[294999000000], genpy.Time[294999000000]]"
1970/01/01/02:04:55.200000,"(26955, 26952, 26959, 26954)","(3706.510141045453, 1960.8097563363574, 6694.230788088091, 5987.205529703129)","[genpy.Time[295200000000], genpy.Time[295200000000], genpy.Time[295200000000]]"
1970/01/01/02:04:55.401000,"(26955, 26952, 26959, 26954)","(3642.158692897327, 1950.201336093238, 6691.436728610854, 6001.3770690602705)","[genpy.Time[295400000000], genpy.Time[295400000000], genpy.Time[295400000000]]"
1970/01/01/02:04:55.601000,"(26955, 26952, 26959, 26954)","(3703.0503739835417, 1946.0747743544885, 6602.336414724041, 5960.003975724055)","[genpy.Time[295601000000], genpy.Time[295601000000], genpy.Time[295601000000]]"
1970/01/01/02:04:55.801000,"(26955, 26952, 26959, 26954)","(3635.9426589689524, 1967.5281353119497, 6718.835412023922, 5980.760027784403)","[genpy.Time[295801000000], genpy.Time[295801000000], genpy.Time[295801000000]]"
1970/01/01/02:04:56.001000,"(26955, 26952, 26959, 26954)","(3623.5179495174025, 1966.5829813704286, 6647.003618420007, 5940.799852584838)","[genpy.Time[296001000000], genpy.Time[296001000000], genpy.Time[296001000000]]"
1970/01/01/02:04:56.203000,"(26955, 26952, 26959, 26954)","(3694.660892592114, 1956.225526288951, 6720.077876377246, 5973.580836084922)","[genpy.Time[296202000000], genpy.Time[296202000000], genpy.Time[296202000000]]"
1970/01/01/02:04:56.403000,"(26955, 26952, 26959, 26954)","(3704.331746224729, 1980.204627885431, 6671.181054074398, 5910.3077878742515)","[genpy.Time[296403000000], genpy.Time[296403000000], genpy.Time[296403000000]]"
1970/01/01/02:04:56.602000,"(26955, 26952, 26959, 26954)","(3691.9671421270955, 1956.7682108803297, 6641.02082658241, 5945.592436035842)","[genpy.Time[296606000000], genpy.Time[296606000000], genpy.Time[296606000000]]"
1970/01/01/02:04:56.808000,"(26955, 26952, 26959, 26954)","(3673.9931108046894, 1970.1476218126563, 6722.074747509584, 5879.299962030669)","[genpy.Time[296808000000], genpy.Time[296808000000], genpy.Time[296808000000]]"
1970/01/01/02:04:57.010000,"(26955, 26952, 26959, 26954)","(3647.37125206239, 1979.5505676280625, 6759.452118071684, 5895.744693405807)","[genpy.Time[297009000000], genpy.Time[297009000000], genpy.Time[297009000000]]"
1970/01/01/02:04:57.210000,"(26955, 26952, 26959, 26954)","(3633.959305556949, 1954.692805718019, 6712.208592484344, 5968.093422467967)","[genpy.Time[297210000000], genpy.Time[297210000000], genpy.Time[297210000000]]"
1970/01/01/02:04:57.411000,"(26955, 26952, 26959, 26954)","(3670.489069626279, 1964.7323852964694, 6678.55374078284, 5911.743794064795)","[genpy.Time[297411000000], genpy.Time[297411000000], genpy.Time[297411000000]]"
1970/01/01/02:04:57.611000,"(26955, 26952, 26959, 26954)","(3664.6311400366017, 1946.5692046066317, 6630.653972048742, 5938.1856696709665)","[genpy.Time[297611000000], genpy.Time[297611000000], genpy.Time[297611000000]]"
1970/01/01/02:04:57.811000,"(26955, 26952, 26959, 26954)","(3638.6114400141887, 1981.644165282382, 6678.550272455629, 5912.789965673961)","[genpy.Time[297811000000], genpy.Time[297811000000], genpy.Time[297811000000]]"
1970/01/01/02:04:58.013000,"(26955, 26952, 26959, 26954)","(3671.0379589687045, 1978.385531983849, 6643.416571251809, 5974.321784569782)","[genpy.Time[298013000000], genpy.Time[298013000000], genpy.Time[298013000000]]"
1970/01/01/02:04:58.214000,"(26955, 26952, 26959, 26954)","(3622.9401255328553, 1965.6297377768592, 6869.25268323883, 5885.149714310291)","[genpy.Time[298214000000], genpy.Time[298214000000], genpy.Time[298214000000]]"
1970/01/01/02:04:58.417000,"(26955, 26952, 26959, 26954)","(3700.569953293582, 1967.8968685457487, 6704.1814245212045, 5993.63912159873)","[genpy.Time[298416000000], genpy.Time[298416000000], genpy.Time[298416000000]]"
1970/01/01/02:04:58.618000,"(26955, 26952, 26959, 26954)","(3650.5886252535274, 1975.4338205262432, 6714.003376987064, 5958.165047210176)","[genpy.Time[298618000000], genpy.Time[298618000000], genpy.Time[298618000000]]"
1970/01/01/02:04:58.820000,"(26955, 26952, 26959, 26954)","(3622.999697822541, 1953.4464825627258, 6736.174340227329, 5992.849032441675)","[genpy.Time[298819000000], genpy.Time[298819000000], genpy.Time[298819000000]]"
1970/01/01/02:04:59.020000,"(26955, 26952, 26959, 26954)","(3649.4626035928095, 1978.8119639794431, 6711.217884669711, 5869.512329819815)","[genpy.Time[299019000000], genpy.Time[299019000000], genpy.Time[299019000000]]"
1970/01/01/02:04:59.222000,"(26955, 26952, 26959, 26954)","(3714.390138033597, 1972.4561648971721, 6686.974672625066, 5971.2952899051015)","[genpy.Time[299221000000], genpy.Time[299221000000], genpy.Time[299221000000]]"
1970/01/01/02:04:59.421000,"(26955, 26952, 26959, 26954)","(3669.840544223734, 1945.3854492664866, 6699.627491720975, 5904.928188004806)","[genpy.Time[299421000000], genpy.Time[299421000000], genpy.Time[299421000000]]"
